"year","category","region","ct","source"
1965,"brown","NE",127.67,"Freire"
1965,"pink","S",1963.794,"Freire"
1965,"seabob","N",2424.28,"Freire"
1965,"seabob","NE",441.663,"Freire"
1965,"seabob","S",15304.4367438,"Freire"
1965,"seabob","SE",886.93,"Freire"
1965,"white","N",3055.558,"Freire"
1965,"white","NE",319.617,"Freire"
1965,"white","S",321.19,"Freire"
1965,"white","SE",593.489,"Freire"
1966,"brown","N",1607.772,"Freire"
1966,"brown","NE",145.344,"Freire"
1966,"pink","S",2296.863,"Freire"
1966,"seabob","N",3602.964,"Freire"
1966,"seabob","NE",488.712,"Freire"
1966,"seabob","S",14959.695,"Freire"
1966,"seabob","SE",1143.877,"Freire"
1966,"white","N",4547.929,"Freire"
1966,"white","NE",312.156,"Freire"
1966,"white","S",391.338,"Freire"
1966,"white","SE",831.718,"Freire"
1967,"brown","N",1835.272,"Freire"
1967,"brown","NE",144.682,"Freire"
1967,"pink","S",2629.933,"Freire"
1967,"seabob","N",4005.232,"Freire"
1967,"seabob","NE",468.458,"Freire"
1967,"seabob","S",11671.827,"Freire"
1967,"seabob","SE",1756.536,"Freire"
1967,"white","N",5052.496,"Freire"
1967,"white","NE",318.955,"Freire"
1967,"white","S",395.76,"Freire"
1967,"white","SE",1074.313,"Freire"
1968,"brown","N",1644.474,"Freire"
1968,"brown","NE",136.954,"Freire"
1968,"pink","S",3117.495,"Freire"
1968,"seabob","N",3378.312,"Freire"
1968,"seabob","NE",476.008,"Freire"
1968,"seabob","S",14200.716,"Freire"
1968,"seabob","SE",3370.136,"Freire"
1968,"white","N",4255.212,"Freire"
1968,"white","NE",303.421,"Freire"
1968,"white","S",547.098,"Freire"
1968,"white","SE",1312.978,"Freire"
1969,"brown","N",1805.867,"Freire"
1969,"brown","NE",154.431,"Freire"
1969,"pink","S",2981.926,"Freire"
1969,"seabob","N",3524.775,"Freire"
1969,"seabob","NE",519.859,"Freire"
1969,"seabob","S",10588.276,"Freire"
1969,"seabob","SE",3310.3,"Freire"
1969,"white","N",4433.193,"Freire"
1969,"white","NE",370.737,"Freire"
1969,"white","S",460.132,"Freire"
1969,"white","SE",1450.621,"Freire"
1970,"brown","N",2294.609,"Freire"
1970,"brown","NE",150.394,"Freire"
1970,"pink","S",2902.598,"Freire"
1970,"seabob","N",3133.591,"Freire"
1970,"seabob","NE",511.011,"Freire"
1970,"seabob","S",11550.352,"Freire"
1970,"seabob","SE",4474.089,"Freire"
1970,"white","N",3893.844,"Freire"
1970,"white","NE",355.519,"Freire"
1970,"white","S",610.276,"Freire"
1970,"white","SE",1199.872,"Freire"
1971,"brown","N",2132.938,"Freire"
1971,"brown","NE",150.904,"Freire"
1971,"pink","S",4510.894,"Freire"
1971,"seabob","N",2208.082,"Freire"
1971,"seabob","NE",543.853,"Freire"
1971,"seabob","S",8071.757,"Freire"
1971,"seabob","SE",4346.322,"Freire"
1971,"white","N",2708.383,"Freire"
1971,"white","NE",381.31,"Freire"
1971,"white","S",531.001,"Freire"
1971,"white","SE",1200.029,"Freire"
1972,"brown","N",2380.782,"Freire"
1972,"brown","NE",147.019,"Freire"
1972,"pink","S",4755.132,"Freire"
1972,"seabob","N",2717.609,"Freire"
1972,"seabob","NE",539.968,"Freire"
1972,"seabob","S",11400.556,"Freire"
1972,"seabob","SE",7854.462,"Freire"
1972,"white","N",3350.013,"Freire"
1972,"white","NE",385.975,"Freire"
1972,"white","S",548.403,"Freire"
1972,"white","SE",848.735,"Freire"
1973,"brown","N",1857.495,"Freire"
1973,"brown","NE",182.26,"Freire"
1973,"pink","S",490.145,"Freire"
1973,"seabob","N",2373.165,"Freire"
1973,"seabob","NE",679.507,"Freire"
1973,"seabob","S",12182.564,"Freire"
1973,"seabob","SE",7847.887,"Freire"
1973,"white","N",2942.072,"Freire"
1973,"white","NE",625.09,"Freire"
1973,"white","S",645.92,"Freire"
1973,"white","SE",760.182,"Freire"
1974,"brown","N",1798.241,"Freire"
1974,"brown","NE",238.437,"Freire"
1974,"pink","S",2859.644,"Freire"
1974,"seabob","N",1570.85,"Freire"
1974,"seabob","NE",800.847,"Freire"
1974,"seabob","S",7661.535,"Freire"
1974,"seabob","SE",12200.701,"Freire"
1974,"white","N",1908.716,"Freire"
1974,"white","NE",640.478,"Freire"
1974,"white","S",1001.621,"Freire"
1974,"white","SE",649.343,"Freire"
1975,"brown","N",1538.279,"Freire"
1975,"brown","NE",276.373,"Freire"
1975,"pink","S",1558.339,"Freire"
1975,"seabob","N",2059.794,"Freire"
1975,"seabob","NE",856.285,"Freire"
1975,"seabob","S",10088.776,"Freire"
1975,"seabob","SE",5634.597,"Freire"
1975,"white","N",2558.457,"Freire"
1975,"white","NE",662.987,"Freire"
1975,"white","S",1180.327,"Freire"
1975,"white","SE",520.989,"Freire"
1976,"brown","N",1364.485,"Freire"
1976,"brown","NE",251.615,"Freire"
1976,"pink","S",1294.714,"Freire"
1976,"seabob","N",2714.834,"Freire"
1976,"seabob","NE",670.933,"Freire"
1976,"seabob","S",9435.884,"Freire"
1976,"seabob","SE",6601.196,"Freire"
1976,"white","N",3419.518,"Freire"
1976,"white","NE",598.26,"Freire"
1976,"white","S",1130.174,"Freire"
1976,"white","SE",527.174,"Freire"
1977,"brown","N",3099.431,"Freire"
1977,"brown","NE",336.116,"Freire"
1977,"pink","S",1415.483,"Freire"
1977,"seabob","N",3659.108,"Freire"
1977,"seabob","NE",909.674,"Freire"
1977,"seabob","S",10869.921,"Freire"
1977,"seabob","SE",8212.49,"Freire"
1977,"white","N",4519.043,"Freire"
1977,"white","NE",777.508,"Freire"
1977,"white","S",966.724,"Freire"
1977,"white","SE",686.103,"Freire"
1978,"brown","N",3766.424,"Freire"
1978,"brown","NE",742.36,"Freire"
1978,"pink","S",3661.352,"Freire"
1978,"seabob","N",3790.187,"Freire"
1978,"seabob","NE",1940.804,"Freire"
1978,"seabob","S",9021.159,"Freire"
1978,"seabob","SE",8031.494,"Freire"
1978,"white","N",4653.389,"Freire"
1978,"white","NE",1276.864,"Freire"
1978,"white","S",1043.777,"Freire"
1978,"white","SE",480.267,"Freire"
1979,"brown","N",3677.829,"Freire"
1979,"brown","NE",491.132,"Freire"
1979,"pink","S",7041.327,"Freire"
1979,"seabob","N",3900.223,"Freire"
1979,"seabob","NE",1380.609,"Freire"
1979,"seabob","S",13137.794,"Freire"
1979,"seabob","SE",8280.633,"Freire"
1979,"white","N",4784.948,"Freire"
1979,"white","NE",1276.536,"Freire"
1979,"white","S",856.036,"Freire"
1979,"white","SE",405.062,"Freire"
1980,"brown","N",4848.519,"Freire"
1980,"brown","NE",500.003,"Freire"
1980,"pink","S",2232.026,"Freire"
1980,"seabob","N",4343.741,"Freire"
1980,"seabob","NE",1469.525,"Freire"
1980,"seabob","S",9116.381,"Freire"
1980,"seabob","SE",8007.254,"Freire"
1980,"white","N",5259.74,"Freire"
1980,"white","NE",1495.389,"Freire"
1980,"white","S",871.839,"Freire"
1980,"white","SE",392.875,"Freire"
1981,"brown","N",5722.427,"Freire"
1981,"brown","NE",522.701,"Freire"
1981,"pink","S",1128.96,"Freire"
1981,"seabob","N",4900.188,"Freire"
1981,"seabob","NE",1721.259,"Freire"
1981,"seabob","S",8101.121,"Freire"
1981,"seabob","SE",9304.049,"Freire"
1981,"white","N",5905.386,"Freire"
1981,"white","NE",3128.964,"Freire"
1981,"white","S",855.823,"Freire"
1981,"white","SE",740.489,"Freire"
1982,"brown","N",4648.642,"Freire"
1982,"brown","NE",576.716,"Freire"
1982,"pink","S",3729.538,"Freire"
1982,"seabob","N",6106.514,"Freire"
1982,"seabob","NE",1648.186,"Freire"
1982,"seabob","S",6636.052,"Freire"
1982,"seabob","SE",7994.364,"Freire"
1982,"white","N",6088.844,"Freire"
1982,"white","NE",2797.638,"Freire"
1982,"white","S",1027.364,"Freire"
1982,"white","SE",1363.07,"Freire"
1983,"brown","N",4764.065,"Freire"
1983,"brown","NE",763.994,"Freire"
1983,"pink","S",832.047,"Freire"
1983,"seabob","N",5683.239,"Freire"
1983,"seabob","NE",2726.338,"Freire"
1983,"seabob","S",7171.983,"Freire"
1983,"seabob","SE",7032.331,"Freire"
1983,"white","N",6466.697,"Freire"
1983,"white","NE",2153.645,"Freire"
1983,"white","S",651.067,"Freire"
1983,"white","SE",433.746,"Freire"
1984,"brown","N",4803.869,"Freire"
1984,"brown","NE",763.577,"Freire"
1984,"pink","S",1540.097,"Freire"
1984,"seabob","N",3711.286,"Freire"
1984,"seabob","NE",4694.087,"Freire"
1984,"seabob","S",9122.82,"Freire"
1984,"seabob","SE",7160.104,"Freire"
1984,"white","N",3633.845,"Freire"
1984,"white","NE",2942.255,"Freire"
1984,"white","S",1170.012,"Freire"
1984,"white","SE",1893.967,"Freire"
1985,"brown","N",4622.45,"Freire"
1985,"brown","NE",872.058,"Freire"
1985,"pink","S",7896.678,"Freire"
1985,"seabob","N",3466.261,"Freire"
1985,"seabob","NE",5981.973,"Freire"
1985,"seabob","S",6363.775,"Freire"
1985,"seabob","SE",8355.321,"Freire"
1985,"white","N",3272.955,"Freire"
1985,"white","NE",4249.541,"Freire"
1985,"white","S",712.079,"Freire"
1985,"white","SE",1524.163,"Freire"
1986,"brown","N",4467.261,"Freire"
1986,"brown","NE",969.34,"Freire"
1986,"pink","S",6210.143,"Freire"
1986,"seabob","N",3430.514,"Freire"
1986,"seabob","NE",4885.417,"Freire"
1986,"seabob","S",4958.308,"Freire"
1986,"seabob","SE",6431.394,"Freire"
1986,"white","N",3308.558,"Freire"
1986,"white","NE",4063.644,"Freire"
1986,"white","S",663.788,"Freire"
1986,"white","SE",3790.691,"Freire"
1987,"brown","N",4697.61,"Freire"
1987,"brown","NE",1148.483,"Freire"
1987,"pink","S",4941.103,"Freire"
1987,"seabob","N",3327.712,"Freire"
1987,"seabob","NE",5661.312,"Freire"
1987,"seabob","S",4711.876,"Freire"
1987,"seabob","SE",7773.733,"Freire"
1987,"white","N",3325.705,"Freire"
1987,"white","NE",3574.469,"Freire"
1987,"white","S",292.453,"Freire"
1987,"white","SE",292.407,"Freire"
1988,"brown","N",5668.635,"Freire"
1988,"brown","NE",522.63,"Freire"
1988,"pink","S",4151.566,"Freire"
1988,"seabob","N",3288.608,"Freire"
1988,"seabob","NE",3979.512,"Freire"
1988,"seabob","S",4009.264,"Freire"
1988,"seabob","SE",7073.151,"Freire"
1988,"white","N",3372.382,"Freire"
1988,"white","NE",3710.64,"Freire"
1988,"white","S",383.14,"Freire"
1988,"white","SE",321.129,"Freire"
1989,"brown","N",4753.16,"Freire"
1989,"brown","NE",404.767,"Freire"
1989,"pink","S",2643.284,"Freire"
1989,"seabob","N",3271.379,"Freire"
1989,"seabob","NE",3329.275,"Freire"
1989,"seabob","S",3899.009,"Freire"
1989,"seabob","SE",5725.121,"Freire"
1989,"white","N",3351.711,"Freire"
1989,"white","NE",2271.089,"Freire"
1989,"white","S",1027.215,"Freire"
1989,"white","SE",523.119,"Freire"
1990,"brown","N",7026.946,"Freire"
1990,"brown","NE",581.978,"Freire"
1990,"pink","S",2356.623,"Freire"
1990,"seabob","N",3153.43,"Freire"
1990,"seabob","NE",2660.829,"Freire"
1990,"seabob","S",2154.971,"Freire"
1990,"seabob","SE",4601.37,"Freire"
1990,"white","N",3573.452,"Freire"
1990,"white","NE",1580.493,"Freire"
1990,"white","S",880.694,"Freire"
1990,"white","SE",661.9,"Freire"
1991,"brown","N",7520.564,"Freire"
1991,"brown","NE",756.552,"Freire"
1991,"pink","S",1581.735,"Freire"
1991,"seabob","N",3319.128,"Freire"
1991,"seabob","NE",3175.261,"Freire"
1991,"seabob","S",1850.5,"Freire"
1991,"seabob","SE",3494.27,"Freire"
1991,"white","N",3750.713,"Freire"
1991,"white","NE",1781.359,"Freire"
1991,"white","S",727.609,"Freire"
1991,"white","SE",271.01,"Freire"
1992,"brown","N",6969.411,"Freire"
1992,"brown","NE",983.825,"Freire"
1992,"pink","S",3828.583,"Freire"
1992,"seabob","N",3411.96,"Freire"
1992,"seabob","NE",4325.386,"Freire"
1992,"seabob","S",1897.25,"Freire"
1992,"seabob","SE",3467.02,"Freire"
1992,"white","N",3924.611,"Freire"
1992,"white","NE",2161.239,"Freire"
1992,"white","S",586.957,"Freire"
1992,"white","SE",234.071,"Freire"
1993,"brown","N",8607.526,"Freire"
1993,"brown","NE",1107.058,"Freire"
1993,"pink","S",1594.767,"Freire"
1993,"seabob","N",3657.477,"Freire"
1993,"seabob","NE",4198.962,"Freire"
1993,"seabob","S",2402,"Freire"
1993,"seabob","SE",2761,"Freire"
1993,"white","N",4105.556,"Freire"
1993,"white","NE",2209.664,"Freire"
1993,"white","S",446.306,"Freire"
1993,"white","SE",218.272,"Freire"
1994,"brown","N",7098.278,"Freire"
1994,"brown","NE",1269.049,"Freire"
1994,"pink","S",266.373,"Freire"
1994,"seabob","N",3683.49,"Freire"
1994,"seabob","NE",4445.433,"Freire"
1994,"seabob","S",2920.75,"Freire"
1994,"seabob","SE",3736.34,"Freire"
1994,"white","N",4276.37,"Freire"
1994,"white","NE",2333.305,"Freire"
1994,"white","S",305.654,"Freire"
1994,"white","SE",136.733,"Freire"
1995,"brown","N",6355.132,"Freire"
1995,"brown","NE",1464.347,"Freire"
1995,"pink","S",2679.413,"Freire"
1995,"seabob","N",3762.932,"Freire"
1995,"seabob","NE",4943.02,"Freire"
1995,"seabob","S",3300.5,"Freire"
1995,"seabob","SE",3215.31,"Freire"
1995,"white","N",4449.65,"Freire"
1995,"white","NE",2591.726,"Freire"
1995,"white","S",165.003,"Freire"
1995,"white","SE",106.152,"Freire"
1996,"brown","N",4124.082,"Freire"
1996,"brown","NE",1348.882,"Freire"
1996,"pink","S",2774.5,"Freire"
1996,"seabob","N",2626.503,"Freire"
1996,"seabob","NE",5336.389,"Freire"
1996,"seabob","S",3832,"Freire"
1996,"seabob","SE",2851.19,"Freire"
1996,"white","N",2808.416,"Freire"
1996,"white","NE",2536.005,"Freire"
1996,"white","S",66,"Freire"
1996,"white","SE",164.18,"Freire"
1997,"brown","N",4396.057,"Freire"
1997,"brown","NE",1053.124,"Freire"
1997,"pink","S",3927.5,"Freire"
1997,"seabob","N",2525.023,"Freire"
1997,"seabob","NE",7544.026,"Freire"
1997,"seabob","S",3193,"Freire"
1997,"seabob","SE",4244.68,"Freire"
1997,"white","N",2836.316,"Freire"
1997,"white","NE",2206.384,"Freire"
1997,"white","S",134.5,"Freire"
1997,"white","SE",187.82,"Freire"
1998,"brown","N",5564.746,"Freire"
1998,"brown","NE",1489.025,"Freire"
1998,"pink","S",2548.25,"Freire"
1998,"seabob","N",2549.207,"Freire"
1998,"seabob","NE",5920.843,"Freire"
1998,"seabob","S",4227,"Freire"
1998,"seabob","SE",2859.86,"Freire"
1998,"white","N",2827.048,"Freire"
1998,"white","NE",2703.291,"Freire"
1998,"white","S",373,"Freire"
1998,"white","SE",332.71,"Freire"
1999,"brown","N",5244.76,"Freire"
1999,"brown","NE",2001.284,"Freire"
1999,"pink","S",1169,"Freire"
1999,"seabob","N",2672.45,"Freire"
1999,"seabob","NE",4757.532,"Freire"
1999,"seabob","S",2568,"Freire"
1999,"seabob","SE",1442.09,"Freire"
1999,"white","N",2862.79,"Freire"
1999,"white","NE",3397.525,"Freire"
1999,"white","S",41.5,"Freire"
1999,"white","SE",162.53,"Freire"
2000,"brown","N",3164.458,"Freire"
2000,"brown","NE",1708.165,"Freire"
2000,"pink","S",6226,"Freire"
2000,"seabob","N",2431.548,"Freire"
2000,"seabob","NE",5484.11,"Freire"
2000,"seabob","S",1600.34,"Freire"
2000,"seabob","SE",2700.21,"Freire"
2000,"white","N",2828.995,"Freire"
2000,"white","NE",2864.101,"Freire"
2000,"white","S",148.892,"Freire"
2000,"white","SE",170.68,"Freire"
2001,"brown","N",3221.82,"Freire"
2001,"brown","NE",1238.69,"Freire"
2001,"pink","S",16.5,"Freire"
2001,"seabob","N",1434.15,"Freire"
2001,"seabob","NE",5408.305,"Freire"
2001,"seabob","S",2552.183,"Freire"
2001,"seabob","SE",3031.73,"Freire"
2001,"white","N",2009.03,"Freire"
2001,"white","NE",2269.897,"Freire"
2001,"white","S",198.112,"Freire"
2001,"white","SE",234.06,"Freire"
2002,"brown","N",4069.12,"Freire"
2002,"brown","NE",1211.64,"Freire"
2002,"pink","S",976.5,"Freire"
2002,"seabob","N",1432.275,"Freire"
2002,"seabob","NE",5637.321,"Freire"
2002,"seabob","S",3151.401,"Freire"
2002,"seabob","SE",1856.71,"Freire"
2002,"white","N",1978.105,"Freire"
2002,"white","NE",2479.715,"Freire"
2002,"white","S",224.843,"Freire"
2002,"white","SE",171.76,"Freire"
2003,"brown","N",3592.052,"Freire"
2003,"brown","NE",1882.019,"Freire"
2003,"pink","S",120.5,"Freire"
2003,"seabob","N",1737.09,"Freire"
2003,"seabob","NE",5859.013,"Freire"
2003,"seabob","S",1638.408,"Freire"
2003,"seabob","SE",2524.5,"Freire"
2003,"white","N",2438.358,"Freire"
2003,"white","NE",2820.631,"Freire"
2003,"white","S",226.039,"Freire"
2003,"white","SE",240.58,"Freire"
2004,"brown","N",3629.914,"Freire"
2004,"brown","NE",2084.356,"Freire"
2004,"pink","S",1296.5,"Freire"
2004,"seabob","N",1771.853,"Freire"
2004,"seabob","NE",6349.5,"Freire"
2004,"seabob","S",1360.082,"Freire"
2004,"seabob","SE",3086.53,"Freire"
2004,"white","N",2470.086,"Freire"
2004,"white","NE",2767.902,"Freire"
2004,"white","S",180.039,"Freire"
2004,"white","SE",216.06,"Freire"
2005,"brown","N",3452.662,"Freire"
2005,"brown","NE",2770.795,"Freire"
2005,"pink","S",4202,"Freire"
2005,"seabob","N",2059.103,"Freire"
2005,"seabob","NE",8960.757,"Freire"
2005,"seabob","S",1496.708,"Freire"
2005,"seabob","SE",3789.43,"Freire"
2005,"white","N",2659.236,"Freire"
2005,"white","NE",2993.437,"Freire"
2005,"white","S",202.131,"Freire"
2005,"white","SE",257.09,"Freire"
2006,"brown","N",3106.335,"Freire"
2006,"brown","NE",1985.834,"Freire"
2006,"pink","S",2274.5,"Freire"
2006,"seabob","N",2176.919,"Freire"
2006,"seabob","NE",6178.579,"Freire"
2006,"seabob","S",2359.693,"Freire"
2006,"seabob","SE",3504.47,"Freire"
2006,"white","N",2670.496,"Freire"
2006,"white","NE",2306.19,"Freire"
2006,"white","S",215.868,"Freire"
2006,"white","SE",234.65,"Freire"
2007,"brown","N",2632.508,"Freire"
2007,"brown","NE",1885.923,"Freire"
2007,"pink","S",3866.692,"Freire"
2007,"seabob","N",2259.735,"Freire"
2007,"seabob","NE",6519.78,"Freire"
2007,"seabob","S",3035.549,"Freire"
2007,"seabob","SE",3245.9,"Freire"
2007,"white","N",2827.757,"Freire"
2007,"white","NE",2238.725,"Freire"
2007,"white","S",248.896,"Freire"
2007,"white","SE",226.81,"Freire"
2008,"brown","N",3489.583,"Freire"
2008,"brown","NE",1926.669,"Freire"
2008,"pink","S",1734.872,"Freire"
2008,"seabob","N",2190.444,"Freire"
2008,"seabob","NE",6082.97,"Freire"
2008,"seabob","S",2219.193,"Freire"
2008,"seabob","SE",4925.994,"Freire"
2008,"white","N",2720.326,"Freire"
2008,"white","NE",2179.378,"Freire"
2008,"white","S",209.632,"Freire"
2008,"white","SE",188.39,"Freire"
2009,"brown","N",3552.79,"Freire"
2009,"brown","NE",1840.978,"Freire"
2009,"pink","S",828.36,"Freire"
2009,"seabob","N",2240.197,"Freire"
2009,"seabob","NE",5791.354,"Freire"
2009,"seabob","S",2318.064,"Freire"
2009,"seabob","SE",4242.791,"Freire"
2009,"white","N",2740.964,"Freire"
2009,"white","NE",2026.233,"Freire"
2009,"white","S",224.89,"Freire"
2009,"white","SE",404.88,"Freire"
2010,"brown","N",3203.398,"Freire"
2010,"brown","NE",1691.724,"Freire"
2010,"pink","S",2142.103,"Freire"
2010,"seabob","N",2230.125,"Freire"
2010,"seabob","NE",5786.694,"Freire"
2010,"seabob","S",3274.585,"Freire"
2010,"seabob","SE",5226.959,"Freire"
2010,"white","N",2763.015,"Freire"
2010,"white","NE",1897.258,"Freire"
2010,"white","S",220.216,"Freire"
2010,"white","SE",404.684,"Freire"
2011,"brown","N",3415.257,"Freire"
2011,"brown","NE",1666.393,"Freire"
2011,"pink","S",1112.918,"Freire"
2011,"seabob","N",2220.255,"Freire"
2011,"seabob","NE",5821.116,"Freire"
2011,"seabob","S",2538.172,"Freire"
2011,"seabob","SE",5658.301,"Freire"
2011,"white","N",2741.436,"Freire"
2011,"white","NE",1863.316,"Freire"
2011,"white","S",218.157,"Freire"
2011,"white","SE",149.355,"Freire"
2012,"brown","N",3390.482,"Freire"
2012,"brown","NE",1408.983,"Freire"
2012,"pink","S",1361.127,"Freire"
2012,"seabob","N",2230.193,"Freire"
2012,"seabob","NE",5534.57,"Freire"
2012,"seabob","S",2060.095,"Freire"
2012,"seabob","SE",4824.909,"Freire"
2012,"white","N",2748.472,"Freire"
2012,"white","NE",1664.436,"Freire"
2012,"white","S",189.207,"Freire"
2012,"white","SE",126.669,"Freire"
2013,"brown","N",3338.557,"Freire"
2013,"brown","NE",1208.763,"Freire"
2013,"pink","S",1538.716,"Freire"
2013,"seabob","N",2226.858,"Freire"
2013,"seabob","NE",5118.357,"Freire"
2013,"seabob","S",2834.214,"Freire"
2013,"seabob","SE",3673.902,"Freire"
2013,"white","N",2750.974,"Freire"
2013,"white","NE",1548.19,"Freire"
2013,"white","S",242.865,"Freire"
2013,"white","SE",215.849,"Freire"
2014,"brown","N",3381.431,"Freire"
2014,"brown","NE",1553.326,"Freire"
2014,"pink","S",1337.587,"Freire"
2014,"seabob","N",2225.769,"Freire"
2014,"seabob","NE",5927.056,"Freire"
2014,"seabob","S",2684.71,"Freire"
2014,"seabob","SE",3663.058,"Freire"
2014,"white","N",2746.961,"Freire"
2014,"white","NE",1819.228,"Freire"
2014,"white","S",174.386,"Freire"
2014,"white","SE",202.564,"Freire"
2015,"brown","N",3370.157,"Freire"
2015,"brown","NE",1540.911,"Freire"
2015,"pink","S",1412.477,"Freire"
2015,"seabob","N",2227.607,"Freire"
2015,"seabob","NE",5635.165,"Freire"
2015,"seabob","S",2947.478,"Freire"
2015,"seabob","SE",3112.477,"Freire"
2015,"white","N",2748.802,"Freire"
2015,"white","NE",1696.568,"Freire"
2015,"white","S",254.291,"Freire"
2015,"white","SE",160.276,"Freire"
